V1,V2,V3
359.9083,-10.6137,-5560
359.925,-10.6137,-5554
359.9417,-10.6137,-5548
359.9583,-10.6137,-5542
359.975,-10.6137,-5542
359.9916,-10.6137,-5546
359.5083,-10.6301,-5524
359.525,-10.6301,-5520
359.5417,-10.6301,-5506
359.5583,-10.6301,-5480
359.575,-10.6301,-5442
359.5916,-10.6301,-5416
359.6083,-10.6301,-5392
359.625,-10.6301,-5368
359.6416,-10.6301,-5334
359.6583,-10.6301,-5290
359.675,-10.6301,-5252
359.6917,-10.6301,-5281
359.7083,-10.6301,-5400
359.725,-10.6301,-5478
359.7416,-10.6301,-5539
359.7583,-10.6301,-5553
359.775,-10.6301,-5552
359.7917,-10.6301,-5540
359.8083,-10.6301,-5536
359.825,-10.6301,-5540
359.8416,-10.6301,-5544
359.8583,-10.6301,-5548
359.875,-10.6301,-5552
359.8916,-10.6301,-5552
359.9083,-10.6301,-5548
359.925,-10.6301,-5542
359.9417,-10.6301,-5536
359.9583,-10.6301,-5532
359.975,-10.6301,-5528
359.9916,-10.6301,-5530
359.5083,-10.6464,-5520
359.525,-10.6464,-5520
359.5417,-10.6464,-5514
359.5583,-10.6464,-5490
359.575,-10.6464,-5456
359.5916,-10.6464,-5422
359.6083,-10.6464,-5392
359.625,-10.6464,-5362
359.6416,-10.6464,-5332
359.6583,-10.6464,-5304
359.675,-10.6464,-5283
359.6917,-10.6464,-5392
359.7083,-10.6464,-5529
359.725,-10.6464,-5538
359.7416,-10.6464,-5552
359.7583,-10.6464,-5552
359.775,-10.6464,-5546
359.7917,-10.6464,-5536
359.8083,-10.6464,-5530
359.825,-10.6464,-5528
359.8416,-10.6464,-5530
359.8583,-10.6464,-5532
359.875,-10.6464,-5534
359.8916,-10.6464,-5534
359.9083,-10.6464,-5532
359.925,-10.6464,-5528
359.9417,-10.6464,-5522
359.9583,-10.6464,-5516
359.975,-10.6464,-5514
359.9916,-10.6464,-5518
359.5083,-10.6628,-5510
359.525,-10.6628,-5518
359.5417,-10.6628,-5520
359.5583,-10.6628,-5506
359.575,-10.6628,-5476
359.5916,-10.6628,-5444
359.6083,-10.6628,-5412
359.625,-10.6628,-5386
359.6416,-10.6628,-5378
359.6583,-10.6628,-5402
359.675,-10.6628,-5511
359.6917,-10.6628,-5507
359.7083,-10.6628,-5493
359.725,-10.6628,-5520
359.7416,-10.6628,-5538
359.7583,-10.6628,-5542
359.775,-10.6628,-5538
359.7917,-10.6628,-5530
359.8083,-10.6628,-5526
359.825,-10.6628,-5524
359.8416,-10.6628,-5522
359.8583,-10.6628,-5526
359.875,-10.6628,-5526
359.8916,-10.6628,-5522
359.9083,-10.6628,-5516
359.925,-10.6628,-5512
359.9417,-10.6628,-5506
359.9583,-10.6628,-5506
359.975,-10.6628,-5508
359.9916,-10.6628,-5512
359.5083,-10.6792,-5500
359.525,-10.6792,-5520
359.5417,-10.6792,-5526
359.5583,-10.6792,-5520
359.575,-10.6792,-5498
359.5916,-10.6792,-5470
359.6083,-10.6792,-5440
359.625,-10.6792,-5420
359.6416,-10.6792,-5404
359.6583,-10.6792,-5381
359.675,-10.6792,-5401
359.6917,-10.6792,-5454
359.7083,-10.6792,-5474
359.725,-10.6792,-5504
359.7416,-10.6792,-5522
359.7583,-10.6792,-5530
359.775,-10.6792,-5530
359.7917,-10.6792,-5524
359.8083,-10.6792,-5524
359.825,-10.6792,-5524
359.8416,-10.6792,-5526
359.8583,-10.6792,-5528
359.875,-10.6792,-5526
359.8916,-10.6792,-5522
359.9083,-10.6792,-5514
359.925,-10.6792,-5506
359.9417,-10.6792,-5506
359.9583,-10.6792,-5506
359.975,-10.6792,-5514
359.9916,-10.6792,-5524
359.5083,-10.6956,-5490
359.525,-10.6956,-5516
359.5417,-10.6956,-5528
359.5583,-10.6956,-5522
359.575,-10.6956,-5510
359.5916,-10.6956,-5494
359.6083,-10.6956,-5472
359.625,-10.6956,-5455
359.6416,-10.6956,-5455
359.6583,-10.6956,-5447
359.675,-10.6956,-5404
359.6917,-10.6956,-5426
359.7083,-10.6956,-5458
359.725,-10.6956,-5486
359.7416,-10.6956,-5506
359.7583,-10.6956,-5514
359.775,-10.6956,-5518
359.7917,-10.6956,-5522
359.8083,-10.6956,-5526
359.825,-10.6956,-5532
359.8416,-10.6956,-5536
359.8583,-10.6956,-5540
359.875,-10.6956,-5538
359.8916,-10.6956,-5530
359.9083,-10.6956,-5522
359.925,-10.6956,-5514
359.9417,-10.6956,-5514
359.9583,-10.6956,-5520
359.975,-10.6956,-5534
359.9916,-10.6956,-5554
359.5083,-10.712,-5478
359.525,-10.712,-5502
359.5417,-10.712,-5514
359.5583,-10.712,-5516
359.575,-10.712,-5508
359.5916,-10.712,-5502
359.6083,-10.712,-5485
359.625,-10.712,-5467
359.6416,-10.712,-5374
359.6583,-10.712,-5283
359.675,-10.712,-5326
359.6917,-10.712,-5386
359.7083,-10.712,-5434
359.725,-10.712,-5466
359.7416,-10.712,-5486
359.7583,-10.712,-5496
359.775,-10.712,-5504
359.7917,-10.712,-5512
359.8083,-10.712,-5524
359.825,-10.712,-5540
359.8416,-10.712,-5550
359.8583,-10.712,-5556
359.875,-10.712,-5554
359.8916,-10.712,-5546
359.9083,-10.712,-5534
359.925,-10.712,-5530
359.9417,-10.712,-5532
359.9583,-10.712,-5546
359.975,-10.712,-5566
359.9916,-10.712,-5592
359.5083,-10.7283,-5464
359.525,-10.7283,-5486
359.5417,-10.7283,-5492
359.5583,-10.7283,-5496
359.575,-10.7283,-5487
359.5916,-10.7283,-5487
359.6083,-10.7283,-5438
359.625,-10.7283,-5382
359.6416,-10.7283,-5300
359.6583,-10.7283,-5262
359.675,-10.7283,-5306
359.6917,-10.7283,-5366
359.7083,-10.7283,-5416
359.725,-10.7283,-5446
359.7416,-10.7283,-5466
359.7583,-10.7283,-5476
359.775,-10.7283,-5490
359.7917,-10.7283,-5504
359.8083,-10.7283,-5524
359.825,-10.7283,-5544
359.8416,-10.7283,-5560
359.8583,-10.7283,-5568
359.875,-10.7283,-5564
359.8916,-10.7283,-5554
359.9083,-10.7283,-5546
359.925,-10.7283,-5542
359.9417,-10.7283,-5548
359.9583,-10.7283,-5568
359.975,-10.7283,-5594
359.9916,-10.7283,-5630
359.5083,-10.7447,-5452
359.525,-10.7447,-5464
359.5417,-10.7447,-5455
359.5583,-10.7447,-5474
359.575,-10.7447,-5487
359.5916,-10.7447,-5438
359.6083,-10.7447,-5370
359.625,-10.7447,-5300
359.6416,-10.7447,-5235
359.6583,-10.7447,-5246
359.675,-10.7447,-5300
359.6917,-10.7447,-5358
359.7083,-10.7447,-5402
359.725,-10.7447,-5430
359.7416,-10.7447,-5448
359.7583,-10.7447,-5460
359.775,-10.7447,-5474
359.7917,-10.7447,-5496
359.8083,-10.7447,-5522
359.825,-10.7447,-5544
359.8416,-10.7447,-5560
359.8583,-10.7447,-5566
359.875,-10.7447,-5562
359.8916,-10.7447,-5554
359.9083,-10.7447,-5544
359.925,-10.7447,-5542
359.9417,-10.7447,-5552
359.9583,-10.7447,-5576
359.975,-10.7447,-5612
359.9916,-10.7447,-5658
359.5083,-10.7611,-5440
359.525,-10.7611,-5455
359.5417,-10.7611,-5431
359.5583,-10.7611,-5428
359.575,-10.7611,-5412
359.5916,-10.7611,-5362
359.6083,-10.7611,-5302
359.625,-10.7611,-5252
359.6416,-10.7611,-5230
359.6583,-10.7611,-5258
359.675,-10.7611,-5310
359.6917,-10.7611,-5360
359.7083,-10.7611,-5398
359.725,-10.7611,-5424
359.7416,-10.7611,-5436
359.7583,-10.7611,-5448
359.775,-10.7611,-5464
359.7917,-10.7611,-5490
359.8083,-10.7611,-5514
359.825,-10.7611,-5536
359.8416,-10.7611,-5548
359.8583,-10.7611,-5550
359.875,-10.7611,-5544
359.8916,-10.7611,-5532
359.9083,-10.7611,-5522
359.925,-10.7611,-5524
359.9417,-10.7611,-5540
359.9583,-10.7611,-5568
359.975,-10.7611,-5612
359.9916,-10.7611,-5668
359.5083,-10.7775,-5437
359.525,-10.7775,-5455
359.5417,-10.7775,-5412
359.5583,-10.7775,-5380
359.575,-10.7775,-5338
359.5916,-10.7775,-5290
359.6083,-10.7775,-5246
359.625,-10.7775,-5217
359.6416,-10.7775,-5238
359.6583,-10.7775,-5278
359.675,-10.7775,-5326
359.6917,-10.7775,-5368
359.7083,-10.7775,-5400
359.725,-10.7775,-5422
359.7416,-10.7775,-5434
359.7583,-10.7775,-5444
359.775,-10.7775,-5464
359.7917,-10.7775,-5488
359.8083,-10.7775,-5508
359.825,-10.7775,-5526
359.8416,-10.7775,-5530
359.8583,-10.7775,-5524
359.875,-10.7775,-5510
359.8916,-10.7775,-5496
359.9083,-10.7775,-5490
359.925,-10.7775,-5490
359.9417,-10.7775,-5510
359.9583,-10.7775,-5540
359.975,-10.7775,-5590
359.9916,-10.7775,-5654
359.5083,-10.7938,-5402
359.525,-10.7938,-5402
359.5417,-10.7938,-5370
359.5583,-10.7938,-5328
359.575,-10.7938,-5278
359.5916,-10.7938,-5228
359.6083,-10.7938,-5212
359.625,-10.7938,-5222
359.6416,-10.7938,-5258
359.6583,-10.7938,-5300
359.675,-10.7938,-5344
359.6917,-10.7938,-5380
359.7083,-10.7938,-5406
359.725,-10.7938,-5426
359.7416,-10.7938,-5434
359.7583,-10.7938,-5450
359.775,-10.7938,-5468
359.7917,-10.7938,-5492
359.8083,-10.7938,-5510
359.825,-10.7938,-5518
359.8416,-10.7938,-5514
359.8583,-10.7938,-5498
359.875,-10.7938,-5480
359.8916,-10.7938,-5462
359.9083,-10.7938,-5454
359.925,-10.7938,-5458
359.9417,-10.7938,-5472
359.9583,-10.7938,-5504
359.975,-10.7938,-5556
359.9916,-10.7938,-5620
359.5083,-10.8102,-5348
359.525,-10.8102,-5348
359.5417,-10.8102,-5314
359.5583,-10.8102,-5286
359.575,-10.8102,-5238
359.5916,-10.8102,-5178
359.6083,-10.8102,-5201
359.625,-10.8102,-5242
359.6416,-10.8102,-5288
359.6583,-10.8102,-5330
359.675,-10.8102,-5366
359.6917,-10.8102,-5392
359.7083,-10.8102,-5410
359.725,-10.8102,-5428
359.7416,-10.8102,-5442
359.7583,-10.8102,-5458
359.775,-10.8102,-5478
359.7917,-10.8102,-5500
359.8083,-10.8102,-5516
359.825,-10.8102,-5516
359.8416,-10.8102,-5502
359.8583,-10.8102,-5480
359.875,-10.8102,-5454
359.8916,-10.8102,-5438
359.9083,-10.8102,-5430
359.925,-10.8102,-5430
359.9417,-10.8102,-5446
359.9583,-10.8102,-5476
359.975,-10.8102,-5522
359.9916,-10.8102,-5586
359.5083,-10.8266,-5269
359.525,-10.8266,-5295
359.5417,-10.8266,-5257
359.5583,-10.8266,-5278
359.575,-10.8266,-5240
359.5916,-10.8266,-5157
359.6083,-10.8266,-5226
359.625,-10.8266,-5282
359.6416,-10.8266,-5326
359.6583,-10.8266,-5356
359.675,-10.8266,-5380
359.6917,-10.8266,-5396
359.7083,-10.8266,-5412
359.725,-10.8266,-5428
359.7416,-10.8266,-5446
359.7583,-10.8266,-5462
359.775,-10.8266,-5484
359.7917,-10.8266,-5512
359.8083,-10.8266,-5526
359.825,-10.8266,-5524
359.8416,-10.8266,-5506
359.8583,-10.8266,-5476
359.875,-10.8266,-5450
359.8916,-10.8266,-5434
359.9083,-10.8266,-5426
359.925,-10.8266,-5428
359.9417,-10.8266,-5438
359.9583,-10.8266,-5464
359.975,-10.8266,-5506
359.9916,-10.8266,-5560
359.5083,-10.8429,-5206
359.525,-10.8429,-5222
359.5417,-10.8429,-5234
359.5583,-10.8429,-5291
359.575,-10.8429,-5303
359.5916,-10.8429,-5333
359.6083,-10.8429,-5327
359.625,-10.8429,-5341
359.6416,-10.8429,-5364
359.6583,-10.8429,-5376
359.675,-10.8429,-5386
359.6917,-10.8429,-5392
359.7083,-10.8429,-5398
359.725,-10.8429,-5420
359.7416,-10.8429,-5446
359.7583,-10.8429,-5466
359.775,-10.8429,-5486
359.7917,-10.8429,-5524
359.8083,-10.8429,-5542
359.825,-10.8429,-5538
359.8416,-10.8429,-5520
359.8583,-10.8429,-5494
359.875,-10.8429,-5468
359.8916,-10.8429,-5454
359.9083,-10.8429,-5448
359.925,-10.8429,-5450
359.9417,-10.8429,-5460
359.9583,-10.8429,-5480
359.975,-10.8429,-5510
359.9916,-10.8429,-5554
359.5083,-10.8593,-5112
359.525,-10.8593,-5120
359.5417,-10.8593,-5124
359.5583,-10.8593,-5118
359.575,-10.8593,-5071
359.5916,-10.8593,-5200
359.6083,-10.8593,-5276
359.625,-10.8593,-5322
359.6416,-10.8593,-5365
359.6583,-10.8593,-5375
359.675,-10.8593,-5379
359.6917,-10.8593,-5377
359.7083,-10.8593,-5381
359.725,-10.8593,-5406
359.7416,-10.8593,-5454
359.7583,-10.8593,-5464
359.775,-10.8593,-5476
359.7917,-10.8593,-5540
359.8083,-10.8593,-5566
359.825,-10.8593,-5566
359.8416,-10.8593,-5552
359.8583,-10.8593,-5522
359.875,-10.8593,-5506
359.8916,-10.8593,-5492
359.9083,-10.8593,-5486
359.925,-10.8593,-5488
359.9417,-10.8593,-5498
359.9583,-10.8593,-5516
359.975,-10.8593,-5538
359.9916,-10.8593,-5566
359.5083,-10.8757,-4998
359.525,-10.8757,-5010
359.5417,-10.8757,-5022
359.5583,-10.8757,-5022
359.575,-10.8757,-5030
359.5916,-10.8757,-5126
359.6083,-10.8757,-5210
359.625,-10.8757,-5274
359.6416,-10.8757,-5318
359.6583,-10.8757,-5338
359.675,-10.8757,-5350
359.6917,-10.8757,-5352
359.7083,-10.8757,-5358
359.725,-10.8757,-5391
359.7416,-10.8757,-5469
359.7583,-10.8757,-5463
359.775,-10.8757,-5447
359.7917,-10.8757,-5569
359.8083,-10.8757,-5590
359.825,-10.8757,-5588
359.8416,-10.8757,-5592
359.8583,-10.8757,-5558
359.875,-10.8757,-5552
359.8916,-10.8757,-5538
359.9083,-10.8757,-5530
359.925,-10.8757,-5530
359.9417,-10.8757,-5538
359.9583,-10.8757,-5560
359.975,-10.8757,-5578
359.9916,-10.8757,-5594
359.5083,-10.892,-4876
359.525,-10.892,-4906
359.5417,-10.892,-4934
359.5583,-10.892,-4961
359.575,-10.892,-5008
359.5916,-10.892,-5086
359.6083,-10.892,-5160
359.625,-10.892,-5224
359.6416,-10.892,-5270
359.6583,-10.892,-5300
359.675,-10.892,-5316
359.6917,-10.892,-5328
359.7083,-10.892,-5344
359.725,-10.892,-5378
359.7416,-10.892,-5430
359.7583,-10.892,-5452
359.775,-10.892,-5480
359.7917,-10.892,-5556
359.8083,-10.892,-5587
359.825,-10.892,-5595
359.8416,-10.892,-5635
359.8583,-10.892,-5575
359.875,-10.892,-5595
359.8916,-10.892,-5574
359.9083,-10.892,-5564
359.925,-10.892,-5552
359.9417,-10.892,-5562
359.9583,-10.892,-5602
359.975,-10.892,-5620
359.9916,-10.892,-5624
359.5083,-10.9084,-4760
359.525,-10.9084,-4814
359.5417,-10.9084,-4872
359.5583,-10.9084,-4926
359.575,-10.9084,-4992
359.5916,-10.9084,-5062
359.6083,-10.9084,-5130
359.625,-10.9084,-5188
359.6416,-10.9084,-5234
359.6583,-10.9084,-5268
359.675,-10.9084,-5288
359.6917,-10.9084,-5306
359.7083,-10.9084,-5328
359.725,-10.9084,-5362
359.7416,-10.9084,-5408
359.7583,-10.9084,-5446
359.775,-10.9084,-5492
359.7917,-10.9084,-5546
359.8083,-10.9084,-5580
359.825,-10.9084,-5596
359.8416,-10.9084,-5608
359.8583,-10.9084,-5582
359.875,-10.9084,-5580
359.8916,-10.9084,-5573
359.9083,-10.9084,-5571
359.925,-10.9084,-5551
359.9417,-10.9084,-5561
359.9583,-10.9084,-5631
359.975,-10.9084,-5650
359.9916,-10.9084,-5644
359.5083,-10.9248,-4650
359.525,-10.9248,-4730
359.5417,-10.9248,-4825
359.5583,-10.9248,-4906
359.575,-10.9248,-4976
359.5916,-10.9248,-5046
359.6083,-10.9248,-5110
359.625,-10.9248,-5164
359.6416,-10.9248,-5210
359.6583,-10.9248,-5244
359.675,-10.9248,-5270
359.6917,-10.9248,-5290
359.7083,-10.9248,-5312
359.725,-10.9248,-5346
359.7416,-10.9248,-5388
359.7583,-10.9248,-5434
359.775,-10.9248,-5484
359.7917,-10.9248,-5534
359.8083,-10.9248,-5564
359.825,-10.9248,-5576
359.8416,-10.9248,-5580
359.8583,-10.9248,-5562
359.875,-10.9248,-5548
359.8916,-10.9248,-5540
359.9083,-10.9248,-5536
359.925,-10.9248,-5532
359.9417,-10.9248,-5556
359.9583,-10.9248,-5610
359.975,-10.9248,-5649
359.9916,-10.9248,-5643
359.5083,-10.9411,-4540
359.525,-10.9411,-4650
359.5417,-10.9411,-4797
359.5583,-10.9411,-4884
359.575,-10.9411,-4964
359.5916,-10.9411,-5038
359.6083,-10.9411,-5100
359.625,-10.9411,-5154
359.6416,-10.9411,-5196
359.6583,-10.9411,-5228
359.675,-10.9411,-5250
359.6917,-10.9411,-5270
359.7083,-10.9411,-5294
359.725,-10.9411,-5324
359.7416,-10.9411,-5366
359.7583,-10.9411,-5412
359.775,-10.9411,-5460
359.7917,-10.9411,-5496
359.8083,-10.9411,-5526
359.825,-10.9411,-5538
359.8416,-10.9411,-5540
359.8583,-10.9411,-5528
359.875,-10.9411,-5514
359.8916,-10.9411,-5500
359.9083,-10.9411,-5496
359.925,-10.9411,-5496
359.9417,-10.9411,-5522
359.9583,-10.9411,-5564
359.975,-10.9411,-5604
359.9916,-10.9411,-5618
359.5083,-10.9575,-4418
359.525,-10.9575,-4520
359.5417,-10.9575,-4661
359.5583,-10.9575,-4812
359.575,-10.9575,-4936
359.5916,-10.9575,-5024
359.6083,-10.9575,-5090
359.625,-10.9575,-5144
359.6416,-10.9575,-5184
359.6583,-10.9575,-5208
359.675,-10.9575,-5228
359.6917,-10.9575,-5244
359.7083,-10.9575,-5264
359.725,-10.9575,-5288
359.7416,-10.9575,-5324
359.7583,-10.9575,-5366
359.775,-10.9575,-5406
359.7917,-10.9575,-5440
359.8083,-10.9575,-5470
359.825,-10.9575,-5484
359.8416,-10.9575,-5488
359.8583,-10.9575,-5484
359.875,-10.9575,-5472
359.8916,-10.9575,-5462
359.9083,-10.9575,-5450
359.925,-10.9575,-5454
359.9417,-10.9575,-5476
359.9583,-10.9575,-5514
359.975,-10.9575,-5554
359.9916,-10.9575,-5578
359.5083,-10.9739,-4296
359.525,-10.9739,-4389
359.5417,-10.9739,-4570
359.5583,-10.9739,-4758
359.575,-10.9739,-4908
359.5916,-10.9739,-5006
359.6083,-10.9739,-5070
359.625,-10.9739,-5120
359.6416,-10.9739,-5156
359.6583,-10.9739,-5180
359.675,-10.9739,-5194
359.6917,-10.9739,-5204
359.7083,-10.9739,-5218
359.725,-10.9739,-5238
359.7416,-10.9739,-5266
359.7583,-10.9739,-5296
359.775,-10.9739,-5326
359.7917,-10.9739,-5360
359.8083,-10.9739,-5390
359.825,-10.9739,-5416
359.8416,-10.9739,-5432
359.8583,-10.9739,-5442
359.875,-10.9739,-5442
359.8916,-10.9739,-5430
359.9083,-10.9739,-5418
359.925,-10.9739,-5418
359.9417,-10.9739,-5432
359.9583,-10.9739,-5464
359.975,-10.9739,-5502
359.9916,-10.9739,-5530
359.5083,-10.9902,-4170
359.525,-10.9902,-4292
359.5417,-10.9902,-4488
359.5583,-10.9902,-4694
359.575,-10.9902,-4868
359.5916,-10.9902,-4964
359.6083,-10.9902,-5018
359.625,-10.9902,-5064
359.6416,-10.9902,-5102
359.6583,-10.9902,-5128
359.675,-10.9902,-5144
359.6917,-10.9902,-5156
359.7083,-10.9902,-5158
359.725,-10.9902,-5168
359.7416,-10.9902,-5186
359.7583,-10.9902,-5208
359.775,-10.9902,-5232
359.7917,-10.9902,-5266
359.8083,-10.9902,-5302
359.825,-10.9902,-5340
359.8416,-10.9902,-5376
359.8583,-10.9902,-5402
359.875,-10.9902,-5414
359.8916,-10.9902,-5410
359.9083,-10.9902,-5400
359.925,-10.9902,-5392
359.9417,-10.9902,-5396
359.9583,-10.9902,-5420
359.975,-10.9902,-5450
359.9916,-10.9902,-5478
359.5083,-11.0066,-3997
359.525,-11.0066,-4144
359.5417,-11.0066,-4346
359.5583,-11.0066,-4576
359.575,-11.0066,-4784
359.5916,-11.0066,-4854
359.6083,-11.0066,-4892
359.625,-11.0066,-4948
359.6416,-11.0066,-5002
359.6583,-11.0066,-5048
359.675,-11.0066,-5078
359.6917,-11.0066,-5092
359.7083,-11.0066,-5096
359.725,-11.0066,-5098
359.7416,-11.0066,-5104
359.7583,-11.0066,-5114
359.775,-11.0066,-5134
359.7917,-11.0066,-5168
359.8083,-11.0066,-5218
359.825,-11.0066,-5274
359.8416,-11.0066,-5330
359.8583,-11.0066,-5376
359.875,-11.0066,-5402
359.8916,-11.0066,-5402
359.9083,-11.0066,-5388
359.925,-11.0066,-5372
359.9417,-11.0066,-5368
359.9583,-11.0066,-5378
359.975,-11.0066,-5402
359.9916,-11.0066,-5426
359.5083,-11.0229,-3860
359.525,-11.0229,-3930
359.5417,-11.0229,-4082
359.5583,-11.0229,-4308
359.575,-11.0229,-4579
359.5916,-11.0229,-4592
359.6083,-11.0229,-4642
359.625,-11.0229,-4736
359.6416,-11.0229,-4842
359.6583,-11.0229,-4934
359.675,-11.0229,-4996
359.6917,-11.0229,-5028
359.7083,-11.0229,-5034
359.725,-11.0229,-5032
359.7416,-11.0229,-5028
359.7583,-11.0229,-5032
359.775,-11.0229,-5054
359.7917,-11.0229,-5094
359.8083,-11.0229,-5156
359.825,-11.0229,-5228
359.8416,-11.0229,-5300
359.8583,-11.0229,-5358
359.875,-11.0229,-5394
359.8916,-11.0229,-5398
359.9083,-11.0229,-5382
359.925,-11.0229,-5358
359.9417,-11.0229,-5338
359.9583,-11.0229,-5338
359.975,-11.0229,-5352
359.9916,-11.0229,-5372
359.5083,-11.0393,-3584
359.525,-11.0393,-3550
359.5417,-11.0393,-3592
359.5583,-11.0393,-3722
359.575,-11.0393,-3916
359.5916,-11.0393,-4044
359.6083,-11.0393,-4214
359.625,-11.0393,-4412
359.6416,-11.0393,-4616
359.6583,-11.0393,-4786
359.675,-11.0393,-4902
359.6917,-11.0393,-4966
359.7083,-11.0393,-4988
359.725,-11.0393,-4986
359.7416,-11.0393,-4980
359.7583,-11.0393,-4980
359.775,-11.0393,-5004
359.7917,-11.0393,-5052
359.8083,-11.0393,-5124
359.825,-11.0393,-5204
359.8416,-11.0393,-5286
359.8583,-11.0393,-5350
359.875,-11.0393,-5386
359.8916,-11.0393,-5388
359.9083,-11.0393,-5364
359.925,-11.0393,-5328
359.9417,-11.0393,-5300
359.9583,-11.0393,-5290
359.975,-11.0393,-5296
359.9916,-11.0393,-5316
359.5083,-11.0557,-3162
359.525,-11.0557,-2972
359.5417,-11.0557,-2880
359.5583,-11.0557,-2918
359.575,-11.0557,-3076
359.5916,-11.0557,-3326
359.6083,-11.0557,-3636
359.625,-11.0557,-3990
359.6416,-11.0557,-4328
359.6583,-11.0557,-4606
359.675,-11.0557,-4802
359.6917,-11.0557,-4914
359.7083,-11.0557,-4960
359.725,-11.0557,-4968
359.7416,-11.0557,-4964
359.7583,-11.0557,-4966
359.775,-11.0557,-4990
359.7917,-11.0557,-5042
359.8083,-11.0557,-5118
359.825,-11.0557,-5206
359.8416,-11.0557,-5286
359.8583,-11.0557,-5350
359.875,-11.0557,-5378
359.8916,-11.0557,-5368
359.9083,-11.0557,-5334
359.925,-11.0557,-5288
359.9417,-11.0557,-5252
359.9583,-11.0557,-5234
359.975,-11.0557,-5236
359.9916,-11.0557,-5260
359.5083,-11.072,-2538
359.525,-11.072,-2188
359.5417,-11.072,-1974
359.5583,-11.072,-1946
359.575,-11.072,-2138
359.5916,-11.072,-2488
359.6083,-11.072,-2968
359.625,-11.072,-3500
359.6416,-11.072,-4008
359.6583,-11.072,-4418
359.675,-11.072,-4704
359.6917,-11.072,-4874
359.7083,-11.072,-4956
359.725,-11.072,-4976
359.7416,-11.072,-4978
359.7583,-11.072,-4982
359.775,-11.072,-5008
359.7917,-11.072,-5060
359.8083,-11.072,-5130
359.825,-11.072,-5214
359.8416,-11.072,-5288
359.8583,-11.072,-5342
359.875,-11.072,-5358
359.8916,-11.072,-5340
359.9083,-11.072,-5298
359.925,-11.072,-5242
359.9417,-11.072,-5196
359.9583,-11.072,-5172
359.975,-11.072,-5176
359.9916,-11.072,-5200
359.5083,-11.0884,-1720
359.525,-11.0884,-1234
359.5417,-11.0884,-946
359.5583,-11.0884,-890
359.575,-11.0884,-1118
359.5916,-11.0884,-1598
359.6083,-11.0884,-2256
359.625,-11.0884,-2994
359.6416,-11.0884,-3672
359.6583,-11.0884,-4226
359.675,-11.0884,-4616
359.6917,-11.0884,-4850
359.7083,-11.0884,-4966
359.725,-11.0884,-5004
359.7416,-11.0884,-5012
359.7583,-11.0884,-5018
359.775,-11.0884,-5040
359.7917,-11.0884,-5088
359.8083,-11.0884,-5154
359.825,-11.0884,-5226
359.8416,-11.0884,-5288
359.8583,-11.0884,-5326
359.875,-11.0884,-5332
359.8916,-11.0884,-5306
359.9083,-11.0884,-5258
359.925,-11.0884,-5200
359.9417,-11.0884,-5148
359.9583,-11.0884,-5118
359.975,-11.0884,-5120
359.9916,-11.0884,-5146
359.5083,-11.1047,-848
359.525,-11.1047,-244
359.5417,-11.1047,-72
359.5583,-11.1047,-122
359.575,-11.1047,-170
359.5916,-11.1047,-732
359.6083,-11.1047,-1584
359.625,-11.1047,-2496
359.6416,-11.1047,-3358
359.6583,-11.1047,-4058
359.675,-11.1047,-4548
359.6917,-11.1047,-4836
359.7083,-11.1047,-4982
359.725,-11.1047,-5040
359.7416,-11.1047,-5052
359.7583,-11.1047,-5058
359.775,-11.1047,-5072
359.7917,-11.1047,-5108
359.8083,-11.1047,-5162
359.825,-11.1047,-5222
359.8416,-11.1047,-5274
359.8583,-11.1047,-5306
359.875,-11.1047,-5306
359.8916,-11.1047,-5276
359.9083,-11.1047,-5228
359.925,-11.1047,-5170
359.9417,-11.1047,-5120
359.9583,-11.1047,-5086
359.975,-11.1047,-5082
359.9916,-11.1047,-5104
359.5083,-11.1211,-18
359.525,-11.1211,-50
359.5417,-11.1211,-84
359.5583,-11.1211,-126
359.575,-11.1211,-176
359.5916,-11.1211,-230
359.6083,-11.1211,-996
359.625,-11.1211,-2078
359.6416,-11.1211,-3104
359.6583,-11.1211,-3948
359.675,-11.1211,-4500
359.6917,-11.1211,-4828
359.7083,-11.1211,-4994
359.725,-11.1211,-5064
359.7416,-11.1211,-5080
359.7583,-11.1211,-5082
359.775,-11.1211,-5088
359.7917,-11.1211,-5116
359.8083,-11.1211,-5154
359.825,-11.1211,-5206
359.8416,-11.1211,-5250
359.8583,-11.1211,-5278
359.875,-11.1211,-5284
359.8916,-11.1211,-5264
359.9083,-11.1211,-5222
359.925,-11.1211,-5172
359.9417,-11.1211,-5118
359.9583,-11.1211,-5082
359.975,-11.1211,-5072
359.9916,-11.1211,-5084
359.5083,-11.1374,-24
359.525,-11.1374,-60
359.5417,-11.1374,-94
359.5583,-11.1374,-134
359.575,-11.1374,-186
359.5916,-11.1374,-250
359.6083,-11.1374,-586
359.625,-11.1374,-1790
359.6416,-11.1374,-2960
359.6583,-11.1374,-3910
359.675,-11.1374,-4482
359.6917,-11.1374,-4810
359.7083,-11.1374,-4984
359.725,-11.1374,-5058
359.7416,-11.1374,-5082
359.7583,-11.1374,-5082
359.775,-11.1374,-5082
359.7917,-11.1374,-5098
359.8083,-11.1374,-5134
359.825,-11.1374,-5178
359.8416,-11.1374,-5220
359.8583,-11.1374,-5254
359.875,-11.1374,-5270
359.8916,-11.1374,-5264
359.9083,-11.1374,-5238
